RegionID,RegionName,City,CountyName,Price
71047,30328,Sandy Springs,Fulton County,330301.7396
71048,30329,Atlanta,Dekalb County,301272.1119
71055,30337,College Park,Fulton County,120305.3036
71056,30338,Dunwoody,Dekalb County,407557.9702
71057,30339,Vinings,Cobb County,285511.1575
71058,30340,Atlanta,Dekalb County,167660.8562
71059,30341,Chamblee,Dekalb County,253202.0512
71060,30342,Sandy Springs,Fulton County,497888.5487
71062,30344,East Point,Fulton County,70523.59493
71063,30345,Atlanta,Dekalb County,365353.3398
71064,30346,Dunwoody,Dekalb County,294060.4458
71070,30354,Atlanta,Fulton County,65802.13552
71076,30360,Dunwoody,Dekalb County,233554.8273
71079,30363,Atlanta,Fulton County,218444.1588
71023,30303,Atlanta,Fulton County,119128.6845
71025,30305,Atlanta,Fulton County,466563.816
71026,30306,Atlanta,Fulton County,525029.5221
71027,30307,Atlanta,Dekalb County,428008.7925
71028,30308,Atlanta,Fulton County,221227.3634
71029,30309,Atlanta,Fulton County,283190.6375
71030,30310,Atlanta,Fulton County,57638.72783
71031,30311,Atlanta,Fulton County,67183.56111
71032,30312,Atlanta,Fulton County,229864.4055
71033,30313,Atlanta,Fulton County,178994.2229
71034,30314,Atlanta,Fulton County,36701.74542
71035,30315,Atlanta,Fulton County,69100.68232
71036,30316,Atlanta,Dekalb County,183510.2967
71037,30317,Atlanta,Dekalb County,258345.7108
71038,30318,Atlanta,Fulton County,158267.3416
71039,30319,Brookhaven,Dekalb County,444033.0402
71043,30324,Atlanta,Fulton County,319133.0784
71045,30326,Atlanta,Fulton County,340395.1278
71046,30327,Atlanta,Fulton County,839258.425
71047,30328,Sandy Springs,Fulton County,332774.546
71048,30329,Atlanta,Dekalb County,303478.2751
71055,30337,College Park,Fulton County,121399.6366
71056,30338,Dunwoody,Dekalb County,409920.7679
71057,30339,Vinings,Cobb County,286541.5547
71058,30340,Atlanta,Dekalb County,169291.3442
71059,30341,Chamblee,Dekalb County,255299.8121
